CustomerKey,Fullname,BirthDate,Marital Status,Gender,DateFirstPurchase,CustomerType,Continent,Country,Province
5457,Larry Navarro,1975-07-13,Single,Male,2004-03-09,Person,Europe,Germany,Hamburg
5458,Kathleen Martin,1976-02-19,Single,FEMALE,2004-02-14,Person,Europe,Germany,Lower Saxony
5459,Michele Ruiz,1976-12-19,Single,FEMALE,2003-09-28,Person,Europe,Germany,Hamburg
5460,Carolyn M Kapoor,1976-04-17,Married,FEMALE,2003-08-18,Person,Europe,United Kingdom,England
5461,Jodi Xu,1976-11-17,Single,FEMALE,2003-12-17,Person,Europe,United Kingdom,England
5462,Rosa Wu,1976-02-06,Single,FEMALE,2002-09-02,Person,Europe,United Kingdom,England
5463,Marissa Gonzales,1975-04-17,Single,FEMALE,2004-07-13,Person,Europe,Germany,Hamburg
5464,Anna L Murphy,1975-10-22,Single,FEMALE,2003-12-13,Person,Europe,Germany,North Rhine-Westphalia
5465,Alan V Liu,1974-05-18,Single,Male,2003-11-02,Person,Europe,United Kingdom,England
5466,Kara Goel,1974-11-01,Single,FEMALE,2002-09-24,Person,Europe,United Kingdom,England
5467,Alisha I Kumar,1974-06-15,Single,FEMALE,2002-12-29,Person,Europe,Germany,Hesse
5468,Ronald E Srini,1974-09-08,Single,Male,2004-04-16,Person,Europe,United Kingdom,England
5469,Orlando A Dominguez,1975-11-18,Single,Male,2004-03-11,Person,Europe,France,Seine (Paris)
5470,Michele Tang,1975-11-19,Single,FEMALE,2003-10-18,Person,Europe,France,Nord
5471,Wesley Guo,1975-11-09,Married,Male,2002-09-08,Person,Europe,United Kingdom,England
5472,Vanessa Hayes,1913-08-17,Married,FEMALE,2004-06-05,Person,Europe,France,Yveline
5473,Olivia A Robinson,1974-03-14,Single,FEMALE,2004-05-04,Person,Europe,France,Seine (Paris)
5474,Dawn Andersen,1973-03-03,Single,FEMALE,2004-04-07,Person,Europe,Germany,Berlin
5475,Jay Serrano,1973-04-21,Married,Male,2003-09-29,Person,Europe,Germany,Hesse
5476,Kurt L Anand,1973-12-13,Single,Male,2002-12-03,Person,Europe,Germany,North Rhine-Westphalia
5477,Shawn J Xie,1973-12-11,Single,Male,2003-06-07,Person,Europe,France,Seine (Paris)
5478,Anna E Gonzales,1977-05-04,Single,FEMALE,2003-08-19,Person,North America,United States,Washington
5479,Adrian L Gray,1977-01-21,Single,Male,2004-04-14,Person,North America,United States,California
5480,Victoria H Brooks,1976-05-09,Single,FEMALE,2003-11-27,Person,North America,Canada,British Columbia
5481,Alan Zhou,1949-02-08,Married,Male,2003-12-30,Person,Asia,Australia,Queensland
5482,Madison J Bryant,1949-06-17,Single,FEMALE,2004-04-02,Person,Asia,Australia,Victoria
5483,Tabitha E Arthur,1950-05-15,Married,FEMALE,2001-07-14,Person,Asia,Australia,Victoria
5484,Warren S Jai,1950-10-17,Married,Male,2001-07-05,Person,Asia,Australia,Victoria
5485,Dustin A Lal,1950-02-07,Married,Male,2001-07-22,Person,Asia,Australia,New South Wales
5486,Ian A Foster,1980-04-23,Single,Male,2004-04-14,Person,North America,United States,California
5487,Rachael R Madan,1951-05-16,Married,FEMALE,2003-09-02,Person,Asia,Australia,New South Wales
5488,Brianna K Griffin,1951-05-17,Single,FEMALE,2003-12-10,Person,Asia,Australia,Victoria
5489,Joel C Rodriguez,1951-04-28,Married,Male,2003-09-20,Person,Asia,Australia,Tasmania
5490,Frederick J Garcia,1951-07-06,Married,Male,2003-09-17,Person,Asia,Australia,New South Wales
5491,Megan G Robinson,1980-05-17,Married,FEMALE,2003-11-20,Person,North America,United States,California
5492,Christian J Garcia,1979-04-19,Single,Male,2003-08-02,Person,North America,Canada,British Columbia
5493,Theodore M Sanz,1952-03-24,Married,Male,2004-05-02,Person,Asia,Australia,New South Wales
5494,Brenda L Fernandez,1953-11-05,Married,FEMALE,2001-07-16,Person,Asia,Australia,Victoria
5495,Jordyn Simmons,1954-11-25,Single,FEMALE,2001-07-27,Person,Asia,Australia,Victoria
5496,Monique Ramos,1954-08-08,Single,FEMALE,2001-07-21,Person,Asia,Australia,Victoria
5497,Dawn R Tang,1954-05-18,Single,FEMALE,2001-07-27,Person,Asia,Australia,New South Wales
5498,Julia P Peterson,1975-07-07,Single,FEMALE,2003-12-02,Person,North America,Canada,British Columbia
5499,Hunter Jones,1975-11-09,Single,Male,2004-03-10,Person,North America,United States,Washington
5500,Danielle Kelly,1975-10-17,Single,FEMALE,2004-06-25,Person,North America,United States,Washington
5501,Chloe Perry,1975-02-20,Single,FEMALE,2003-10-22,Person,North America,United States,Washington
5502,Vanessa V Wood,1975-07-27,Single,FEMALE,2004-03-05,Person,North America,United States,Washington
5503,Jackson M Parker,1975-02-13,Single,Male,2004-07-15,Person,North America,United States,Oregon
5504,Christian Anderson,1975-03-02,Married,Male,2003-11-18,Person,North America,United States,California
5505,Justin Russell,1974-08-05,Single,Male,2003-10-07,Person,North America,United States,California
5506,Erin Gray,1974-08-07,Single,FEMALE,2004-06-13,Person,North America,United States,California
5507,Catherine L Murphy,1973-12-13,Married,FEMALE,2003-10-08,Person,North America,Canada,British Columbia
5508,Tracy B Nath,1939-11-19,Married,FEMALE,2004-01-15,Person,Europe,France,Loiret
5509,Brent Zhu,1939-08-14,Married,Male,2004-02-24,Person,Europe,France,Seine Saint Denis
5510,Veronica Sai,1941-05-02,Married,FEMALE,2002-09-26,Person,Europe,United Kingdom,England
5511,Brad G Nara,1942-12-05,Married,Male,2003-10-10,Person,Europe,France,Seine (Paris)
5512,Joe G Raman,1942-06-20,Married,Male,2003-08-06,Person,Europe,United Kingdom,England
5513,Ricardo Sharma,1942-04-07,Single,Male,2002-09-30,Person,Europe,United Kingdom,England
5514,Ronnie Wagner,1943-05-14,Single,Male,2003-06-01,Person,Europe,France,Seine et Marne
5515,Manuel A Fernandez,1980-01-11,Single,Male,2001-07-13,Person,Asia,Australia,New South Wales
5516,Troy Sai,1980-02-04,Married,Male,2001-07-20,Person,Asia,Australia,Tasmania
5517,Melvin She,1980-07-27,Married,Male,2001-07-21,Person,Asia,Australia,Queensland
5518,Katrina M Raji,1976-03-19,Married,FEMALE,2001-07-03,Person,Asia,Australia,New South Wales
5519,Krystal Holt,1976-06-19,Single,FEMALE,2001-07-18,Person,Asia,Australia,Victoria
5520,Yolanda Chander,1976-08-14,Single,FEMALE,2001-07-27,Person,Asia,Australia,Queensland
5521,Misty Raji,1976-10-23,Married,FEMALE,2001-07-07,Person,Asia,Australia,Victoria
5522,Tonya L She,1979-08-11,Single,FEMALE,2001-07-23,Person,Asia,Australia,Queensland
5523,Casey Pal,1979-07-05,Married,FEMALE,2001-07-10,Person,Asia,Australia,Queensland
5524,Sandra C Huang,1979-01-11,Married,FEMALE,2001-07-25,Person,Asia,Australia,Queensland
5525,Damien Huang,1979-07-24,Married,Male,2001-07-19,Person,Asia,Australia,Queensland
5526,Martha Liang,1978-05-25,Married,FEMALE,2001-07-17,Person,Asia,Australia,New South Wales
5527,Arthur L Perez,1978-10-25,Single,Male,2001-07-19,Person,Asia,Australia,Victoria
5528,Cory O Arun,1978-06-20,Single,Male,2001-07-11,Person,Asia,Australia,New South Wales
5529,Dominique Garcia,1978-08-25,Single,FEMALE,2001-07-27,Person,Asia,Australia,Victoria
5530,Jonathon R Gutierrez,1977-07-28,Married,Male,2001-07-05,Person,Asia,Australia,New South Wales
5531,Priscilla Chander,1943-10-18,Married,FEMALE,2002-10-04,Person,Europe,United Kingdom,England
5532,Lacey C Gao,1943-06-25,Single,FEMALE,2002-10-28,Person,Europe,United Kingdom,England
5533,Tommy Sharma,1961-06-24,Single,Male,2003-06-25,Person,Europe,France,Val d'Oise
5534,Kristen Cai,1961-05-24,Married,FEMALE,2003-06-15,Person,Europe,France,Seine Saint Denis
5535,Claudia Holt,1961-02-05,Married,FEMALE,2002-12-27,Person,Europe,"Germany ",Bavaria
5536,Colin F Chen,1960-05-12,Single,Male,2003-12-05,Person,Europe,France,Seine (Paris)
5537,Meghan A Jimenez,1960-07-22,Single,FEMALE,2003-12-02,Person,Europe,France,Seine Saint Denis
5538,Arthur Dominguez,1960-10-13,Single,Male,2003-11-27,Person,Europe,Germany,Saar
5539,Stacey Liang,1960-01-13,Single,FEMALE,2003-01-01,Person,Europe,Germany,Hesse
5540,Christy Li,1960-01-11,Single,FEMALE,2003-08-10,Person,Europe,Germany,Bavaria
5541,Theodore L Browning,1960-09-15,Married,Male,2003-01-13,Person,Europe,Germany,Lower Saxony
5542,Micah A Hu,1960-12-28,Single,Male,2002-10-22,Person,Europe,United Kingdom,England
5543,Jésus L Ortega,1960-06-09,Married,Male,2004-01-10,Person,Europe,United Kingdom,England
5544,Jenny McDonald,1960-06-10,Married,FEMALE,2004-01-18,Person,Europe,United Kingdom,England
5545,Eduardo M Morgan,1959-04-08,Married,Male,2004-02-02,Person,Europe,France,Yveline
5546,Alicia Pal,1959-01-12,Married,FEMALE,2004-04-14,Person,Europe,France,Seine (Paris)
5547,Terrance B Jordan,1959-08-28,Married,Male,2002-10-10,Person,Europe,United Kingdom,England
5548,Jake L Yang,1958-02-15,Married,Male,2003-06-15,Person,Europe,France,Hauts de Seine
5549,Darren Rubio,1960-07-14,Married,Male,2003-06-19,Person,Europe,France,Nord
5550,Linda A Moreno,1959-08-06,Single,FEMALE,2003-01-30,Person,Europe,Germany,Berlin
5551,Frederick Madan,1959-02-22,Married,Male,2002-10-04,Person,Europe,United Kingdom,England
5552,Christy M Shan,1959-11-14,Single,FEMALE,2003-06-24,Person,Europe,France,Nord
5553,Joe S Sanchez,1959-07-10,Married,Male,2003-01-02,Person,Europe,Germany,Saxony
5554,Gabriella J Roberts,1959-03-05,Married,FEMALE,2002-10-21,Person,Europe,United Kingdom,England
5555,Casey C Chander,1958-08-17,Single,FEMALE,2002-10-31,Person,Europe,United Kingdom,England
5556,Mathew Vazquez,1970-06-21,Married,Male,2004-03-22,Person,Europe,France,Essonne
5557,Angelica Butler,1970-01-06,Single,FEMALE,2003-12-23,Person,Europe,Germany,North Rhine-Westphalia
5558,Derek Chander,1970-04-17,Single,Male,2003-09-27,Person,Europe,France,Seine (Paris)
5559,Preston Sara,1970-04-17,Single,Male,2003-09-25,Person,Europe,Germany,Baden-Wuerttemberg
5560,Candace G Martinez,1969-10-23,Single,FEMALE,2003-06-27,Person,Europe,France,Val d'Oise
5561,Kelvin E Sun,1970-10-14,Single,Male,2003-06-19,Person,Europe,France,Seine Saint Denis
5562,Kurt Yuan,1970-12-06,Married,Male,2002-10-28,Person,Europe,United Kingdom,England
5563,Colleen L Zhang,1970-09-10,Married,FEMALE,2002-10-24,Person,Europe,United Kingdom,England
5564,Mackenzie Baker,1919-08-27,Single,FEMALE,2003-08-15,Person,Europe,United Kingdom,England
5565,Susan L Wu,1969-08-07,Single,FEMALE,2003-11-22,Person,Europe,United Kingdom,England
5566,Corey E Anand,1969-04-08,Married,Male,2003-01-24,Person,Europe,Germany,Hesse
5567,Ashlee C Shen,1969-01-22,Single,FEMALE,2003-06-27,Person,Europe,France,Seine et Marne
5568,Erick A Lopez,1969-09-10,Single,Male,2003-01-07,Person,Europe,Germany,Saar
5569,Caroline Coleman,1922-02-13,Married,FEMALE,2003-08-15,Person,Europe,Germany,Hesse
5570,Colleen H Li,1952-09-12,Single,FEMALE,2003-06-16,Person,Europe,France,Hauts de Seine
5571,Julie G She,1952-03-20,Married,FEMALE,2003-06-11,Person,Europe,France,Yveline
5572,Audrey Torres,1951-09-09,Married,FEMALE,2003-12-11,Person,Europe,United Kingdom,England
5573,Jon D Xu,1968-05-17,Single,Male,2003-01-28,Person,Europe,Germany,Berlin
5574,Ruben Dominguez,1968-02-10,Single,Male,2002-10-23,Person,Europe,United Kingdom,England
5575,Joe E Gomez,1968-03-12,Single,Male,2003-09-06,Person,Europe,United Kingdom,England
5576,Veronica G Vance,1944-09-03,Single,FEMALE,2002-10-12,Person,Europe,United Kingdom,England
5577,Corey D Beck,1946-10-12,Single,Male,2004-07-09,Person,Europe,France,Moselle
5578,Leah E Chen,1946-04-03,Single,FEMALE,2004-02-03,Person,Europe,France,Hauts de Seine
5579,Stefanie Weber,1946-12-05,Single,FEMALE,2004-05-08,Person,Europe,Germany,Hesse
5580,Zachary L Davis,1953-06-20,Married,Male,2004-01-11,Person,Europe,United Kingdom,England
5581,Dawn C Chen,1954-07-04,Married,FEMALE,2003-06-19,Person,Europe,France,Moselle
5582,Kenneth Becker,1954-07-23,Single,Male,2004-04-27,Person,Europe,France,Seine Saint Denis
5583,Frank M Torres,1954-10-04,Married,Male,2003-08-26,Person,Europe,Germany,Berlin
5584,Justin A Martinez,1954-05-05,Married,Male,2004-07-11,Person,Europe,Germany,Hesse
5585,Devin Gray,1954-05-03,Single,Male,2003-08-11,Person,Europe,United Kingdom,England
5586,Vincent F Sun,1954-05-06,Married,Male,2002-10-09,Person,Europe,United Kingdom,England
5587,Leonard Chander,1953-06-23,Married,Male,2004-01-26,Person,Europe,France,Yveline
5588,Zachary Martinez,1953-09-11,Married,Male,2003-01-15,Person,Europe,Germany,North Rhine-Westphalia
5589,Andre Martinez,1953-04-03,Married,Male,2002-11-01,Person,Europe,United Kingdom,England
5590,Martin Suri,1953-04-10,Married,Male,2002-11-29,Person,Europe,United Kingdom,England
5591,Shawn C Deng,1953-09-02,Married,Male,2003-12-02,Person,Europe,United Kingdom,England
5592,Clarence He,1953-10-27,Married,Male,2003-12-25,Person,Europe,United Kingdom,England
5593,Jacquelyn R Gomez,1952-11-15,Married,FEMALE,2003-09-15,Person,Europe,France,Yveline
5594,Suzanne He,1952-01-05,Married,FEMALE,2003-08-19,Person,Europe,United Kingdom,England
5595,Andrew C Jones,1952-03-04,Married,Male,2002-11-22,Person,Europe,United Kingdom,England
5596,Cameron L Anderson,1952-07-19,Married,Male,2002-11-19,Person,Europe,United Kingdom,England
5597,Gabrielle B Carter,1951-03-28,Single,FEMALE,2003-06-12,Person,Europe,France,Yveline
5598,Kelli L Xu,1951-03-15,Single,FEMALE,2003-09-03,Person,Europe,Germany,Lower Saxony
5599,Kate Rai,1951-11-03,Single,FEMALE,2002-11-24,Person,Europe,United Kingdom,England
5600,Ramón S Cai,1950-05-17,Married,Male,2003-12-20,Person,Europe,United Kingdom,England
5601,Janet V Suarez,1948-05-16,Single,FEMALE,2003-11-17,Person,Europe,France,Hauts de Seine
5602,Tabitha Y Rana,1948-02-09,Single,FEMALE,2003-11-13,Person,Europe,United Kingdom,England
5603,Jill A Travers,1948-09-19,Married,FEMALE,2004-02-23,Person,Europe,United Kingdom,England
5604,Scott Seely,1947-11-19,Married,FEMALE,2003-01-09,Person,Europe,"Germany ",Bavaria
5605,Roy M Serrano,1947-01-04,Married,Male,2004-04-27,Person,Europe,Germany,Saar
5606,Toni Randall,1975-11-10,Married,FEMALE,2003-09-12,Person,Asia,Australia,New South Wales
5607,Ricky F Blanco,1976-11-09,Single,Male,2004-02-08,Person,Asia,Australia,New South Wales
5608,Logan Gonzales,1975-08-27,Married,Male,2001-07-08,Person,Asia,Australia,Queensland
5609,Ricky C Martin,1975-12-13,Single,Male,2003-08-12,Person,Asia,Australia,Queensland
5610,Gary E Jimenez,1974-08-13,Single,Male,2003-08-03,Person,Asia,Australia,Tasmania
5611,Sydney Clark,1974-06-23,Married,FEMALE,2003-09-13,Person,Asia,Australia,New South Wales
5612,Dylan E Rodriguez,1975-01-16,Single,Male,2003-08-21,Person,Asia,Australia,New South Wales
5613,Ebony E Ashe,1975-08-22,Single,FEMALE,2001-07-17,Person,Asia,Australia,New South Wales
5614,Cassie S Sutton,1974-04-08,Married,FEMALE,2003-09-22,Person,Asia,Australia,Queensland
5615,Alison A Shen,1973-09-22,Married,FEMALE,2004-02-27,Person,Asia,Australia,New South Wales
5616,Kaitlin L Patel,1973-02-08,Single,FEMALE,2003-10-10,Person,Asia,Australia,South Australia
5617,Kelvin L Liang,1974-06-06,Single,Male,2001-07-13,Person,Asia,Australia,South Australia
5618,Alvin M Xie,1974-02-06,Married,Male,2003-08-07,Person,Asia,Australia,Victoria
5619,Cassandra M Subram,1974-06-17,Married,FEMALE,2004-02-22,Person,Asia,Australia,South Australia
5620,Whitney Perez,1974-05-05,Married,FEMALE,2003-09-10,Person,Asia,Australia,New South Wales
5621,Cameron M Thompson,1973-05-16,Married,Male,2001-07-21,Person,Asia,Australia,New South Wales
5622,Birgit Seidel,1973-03-16,Married,FEMALE,2004-03-03,Person,Asia,Australia,Victoria
5623,Byron Navarro,1973-05-15,Single,Male,2004-02-14,Person,Asia,Australia,New South Wales
5624,Andres L Lal,1973-09-04,Single,Male,2001-07-22,Person,Asia,Australia,New South Wales
5625,Albert R Alvarez,1972-07-27,Single,Male,2001-07-02,Person,Asia,Australia,South Australia
5626,Grant C Deng,1972-05-22,Married,Male,2003-10-23,Person,Asia,Australia,Queensland
5627,Nathaniel E Morgan,1972-07-18,Single,Male,2003-09-01,Person,Asia,Australia,Queensland
5628,Claudia R Chen,1971-05-27,Married,FEMALE,2003-08-19,Person,Asia,Australia,South Australia
5629,Francisco Prasad,1971-04-19,Single,Male,2004-03-13,Person,Asia,Australia,New South Wales
5630,Rosa G Zheng,1972-09-13,Single,FEMALE,2001-07-09,Person,Asia,Australia,New South Wales
5631,Jaime L Sutton,1972-07-11,Married,Male,2001-07-31,Person,Asia,Australia,Victoria
5632,Haley J Ward,1971-03-20,Single,FEMALE,2001-07-12,Person,Asia,Australia,Queensland
5633,Ruben Romero,1971-05-17,Single,Male,2004-01-26,Person,Asia,Australia,New South Wales
5634,Kelli E Becker,1971-12-26,Married,FEMALE,2004-01-21,Person,Asia,Australia,Victoria
5635,Jenny A Hu,1970-02-16,Married,FEMALE,2004-03-05,Person,Asia,Australia,Victoria
5636,Erick Suri,1970-02-14,Married,Male,2003-10-20,Person,Asia,Australia,New South Wales
5637,Danny V Gomez,1970-08-26,Married,Male,2001-07-23,Person,Asia,Australia,Victoria
5638,Evan King,1971-08-19,Married,Male,2001-08-28,Person,Asia,Australia,New South Wales
5639,Dennis M Ye,1971-08-11,Married,Male,2001-08-15,Person,Asia,Australia,New South Wales
5640,Renee E Romero,1971-07-11,Single,FEMALE,2001-08-07,Person,Asia,Australia,Victoria
5641,Colin M Lal,1971-06-03,Married,Male,2003-10-20,Person,Asia,Australia,New South Wales
5642,Julia I Bailey,1941-05-17,Single,FEMALE,2004-04-28,Person,North America,United States,California
5643,Mason L Mitchell,1941-11-07,Single,Male,2004-05-29,Person,North America,United States,Washington
5644,Fernando Wilson,1941-07-19,Single,Male,2003-10-08,Person,North America,Canada,British Columbia
5645,Leonard C Goel,1941-12-23,Married,Male,2004-01-28,Person,North America,United States,California
5646,Chelsea Subram,1942-10-18,Married,FEMALE,2004-04-12,Person,North America,United States,California
5647,Xavier C Collins,1942-10-25,Married,Male,2004-05-05,Person,North America,Canada,British Columbia
5648,Anna Alexander,1942-10-18,Married,FEMALE,2004-03-21,Person,North America,United States,California
5649,Rachel Coleman,1942-06-26,Married,FEMALE,2004-06-12,Person,North America,United States,California
5650,Makayla Stewart,1943-02-07,Married,FEMALE,2004-04-04,Person,North America,Canada,British Columbia
5651,Kaitlyn J Green,1943-09-03,Married,FEMALE,2004-05-09,Person,North America,United States,Oregon
5652,Abigail Martinez,1943-09-26,Married,FEMALE,2004-05-26,Person,North America,United States,Washington
5653,Nicole R Richardson,1973-08-06,Married,FEMALE,2004-01-25,Person,North America,United States,California
5654,Isabella Phillips,1973-04-16,Married,FEMALE,2004-04-11,Person,North America,United States,Washington
5655,Heather Zhang,1973-03-18,Married,FEMALE,2003-09-02,Person,North America,Canada,British Columbia
5656,Destiny M Taylor,1976-03-26,Married,FEMALE,2004-03-16,Person,North America,United States,California
5657,Ronnie Zhang,1955-05-10,Married,Male,2001-08-31,Person,Asia,Australia,New South Wales
5658,Alvin E She,1955-03-21,Married,Male,2001-08-11,Person,Asia,Australia,New South Wales
5659,Ashlee E Raje,1955-04-15,Single,FEMALE,2001-08-09,Person,Asia,Australia,New South Wales
5660,Emily Jones,1955-12-03,Single,FEMALE,2001-08-05,Person,Asia,Australia,New South Wales
5661,Lee M Blanco,1956-06-03,Single,Male,2001-08-15,Person,Asia,Australia,New South Wales
5662,Shane Raman,1956-04-15,Single,Male,2001-08-02,Person,Asia,Australia,New South Wales
5663,Stacey Gao,1957-03-08,Single,FEMALE,2001-08-03,Person,Asia,Australia,New South Wales
5664,Rosa A Lu,1957-10-09,Single,FEMALE,2001-08-22,Person,Asia,Australia,Victoria
5665,Sophia Nelson,1958-06-17,Married,FEMALE,2001-08-13,Person,Asia,Australia,Victoria
5666,Linda Suarez,1958-06-25,Single,FEMALE,2004-03-22,Person,Asia,Australia,New South Wales
5667,Taylor Torres,1973-04-09,Single,FEMALE,2003-08-11,Person,North America,Canada,British Columbia
5668,Allison Sanchez,1974-11-05,Single,FEMALE,2003-12-21,Person,North America,Canada,British Columbia
5669,Levi Malhotra,1974-07-18,Single,Male,2003-10-23,Person,North America,United States,Illinois
5670,Benjamin Martinez,1974-03-24,Single,Male,2004-05-05,Person,North America,United States,Washington
5671,Sarah White,1974-07-18,Single,FEMALE,2003-11-24,Person,North America,United States,Washington
5672,Megan C Wood,1974-08-25,Single,FEMALE,2004-06-15,Person,North America,United States,Oregon
5673,Nicole A Martinez,1974-06-28,Single,FEMALE,2003-12-20,Person,North America,United States,Washington
5674,Curtis O Guo,1974-05-08,Single,Male,2003-12-31,Person,North America,United States,California
5675,Ricardo Yuan,1959-11-13,Married,Male,2003-10-28,Person,Asia,Australia,Victoria
5676,Kristi W Arthur,1959-06-17,Single,FEMALE,2001-08-06,Person,Asia,Australia,New South Wales
5677,Amanda Perry,1966-03-26,Married,FEMALE,2004-03-22,Person,North America,United States,California
5678,Jack S Hughes,1966-08-14,Married,Male,2004-02-01,Person,North America,United States,California
5679,Ian Ramirez,1957-10-15,Married,Male,2003-09-08,Person,North America,Canada,British Columbia
5680,Amber E Carter,1963-10-05,Single,FEMALE,2003-08-15,Person,Asia,Australia,Victoria
5681,Carlos Edwards,1963-03-16,Married,Male,2004-02-10,Person,Asia,Australia,New South Wales
5682,Louis A Chande,1967-03-15,Single,Male,2003-12-31,Person,Asia,Australia,Victoria
5683,Kristy Ramos,1967-07-09,Married,FEMALE,2003-12-20,Person,Asia,Australia,New South Wales
5684,Christy Rai,1967-03-05,Married,FEMALE,2003-11-30,Person,Asia,Australia,Queensland
5685,Joel Perez,1962-11-18,Married,Male,2001-08-11,Person,Asia,Australia,Victoria
5686,Robin Dominguez,1962-06-13,Single,FEMALE,2001-08-10,Person,Asia,Australia,New South Wales
5687,Kristine Alonso,1962-07-15,Married,FEMALE,2001-08-05,Person,Asia,Australia,New South Wales
5688,Lawrence C Romero,1961-04-11,Single,Male,2001-08-06,Person,Asia,Australia,New South Wales
5689,Tabitha L Gomez,1961-10-04,Single,FEMALE,2001-08-29,Person,Asia,Australia,South Australia
5690,Rafael J Shen,1961-09-03,Married,Male,2004-02-19,Person,Asia,Australia,New South Wales
5691,Aimee Wu,1966-11-02,Married,FEMALE,2004-03-15,Person,Asia,Australia,New South Wales
5692,Paula B Romero,1966-11-06,Single,FEMALE,2001-08-31,Person,Asia,Australia,South Australia
5693,Jay Diaz,1960-04-17,Married,Male,2003-10-12,Person,Asia,Australia,New South Wales
5694,Ethan G Coleman,1960-07-23,Married,Male,2001-08-24,Person,Asia,Australia,Queensland
5695,Mandy L Sun,1960-05-10,Married,FEMALE,2003-08-25,Person,Asia,Australia,New South Wales
5696,Dwayne Serrano,1959-04-27,Married,Male,2004-03-06,Person,Asia,Australia,New South Wales
5697,Claudia M Zeng,1965-02-11,Single,FEMALE,2001-08-07,Person,Asia,Australia,Queensland
5698,Wyatt Henderson,1965-05-03,Single,Male,2003-08-29,Person,Asia,Australia,Queensland
5699,Mallory P Gill,1964-08-09,Single,FEMALE,2003-11-18,Person,Asia,Australia,Queensland
5700,Dominic J Kapoor,1959-08-28,Married,Male,2003-11-10,Person,Asia,Australia,Victoria
5701,Billy L Gill,1963-06-21,Single,Male,2003-12-20,Person,Asia,Australia,Tasmania
5702,Laura Zheng,1963-07-17,Single,FEMALE,2001-08-21,Person,Asia,Australia,New South Wales
5703,Patricia T Raman,1962-03-16,Married,FEMALE,2001-08-24,Person,Asia,Australia,Victoria
5704,Denise Sanchez,1962-05-05,Married,FEMALE,2001-08-12,Person,Asia,Australia,Tasmania
5705,Karla K Chavez,1961-06-02,Married,FEMALE,2003-12-27,Person,Asia,Australia,New South Wales
5706,Jacqueline Wood,1958-07-11,Married,FEMALE,2004-02-11,Person,Asia,Australia,New South Wales
5707,Jenny W Shan,1958-05-10,Married,FEMALE,2004-03-25,Person,Asia,Australia,New South Wales
5708,Derrick Serrano,1958-04-07,Single,Male,2001-08-24,Person,Asia,Australia,Queensland
5709,Kellie Sanz,1958-10-11,Single,FEMALE,2001-08-22,Person,Asia,Australia,New South Wales
5710,Roy A Alvarez,1936-06-16,Married,Male,2004-01-22,Person,Asia,Australia,Queensland
5711,Carla Arthur,1960-09-15,Married,FEMALE,2004-01-04,Person,Asia,Australia,New South Wales
5712,Jorge Zhao,1960-02-02,Married,Male,2003-09-08,Person,Asia,Australia,New South Wales
5713,Suzanne K Lu,1956-10-24,Single,FEMALE,2001-08-06,Person,Asia,Australia,New South Wales
5714,Tony L Nara,1953-11-06,Married,Male,2001-08-26,Person,Asia,Australia,Queensland
5715,Dalton Nicholls,1976-08-10,Married,Male,2004-02-05,Person,North America,United States,California
5716,Katelyn C Ramirez,1976-09-21,Married,FEMALE,2004-02-25,Person,North America,United States,California
5717,Jose Henderson,1976-02-03,Single,Male,2003-10-10,Person,North America,United States,Washington
5718,Masaki Umeda,1975-04-11,Married,FEMALE,2003-10-13,Person,North America,Canada,British Columbia
5719,Gavin T Stone,1975-07-26,Single,Male,2004-05-21,Person,North America,United States,California
5720,Trevor Russell,1975-01-11,Single,Male,2004-04-21,Person,North America,United States,California
5721,Morgan C Perry,1980-11-17,Single,FEMALE,2004-01-02,Person,North America,United States,California
5722,Xavier Sanders,1980-09-03,Married,Male,2003-10-10,Person,North America,Canada,British Columbia
5723,Sean L Gray,1980-06-27,Single,Male,2004-05-31,Person,North America,United States,Washington
5724,Barbara Zhao,1980-09-14,Married,FEMALE,2004-07-24,Person,North America,United States,California
5725,Gabriel W Yang,1980-05-16,Single,Male,2004-05-05,Person,North America,United States,California
5726,Jacob Williams,1980-06-21,Married,Male,2004-06-11,Person,North America,United States,Washington
5727,Miguel Wood,1979-05-26,Married,Male,2004-06-28,Person,North America,United States,California
5728,Charles Johnston,1980-11-17,Single,Male,2003-12-02,Person,North America,United States,Washington
5729,Cole D Morris,1980-01-21,Married,Male,2003-12-11,Person,North America,United States,Oregon
5730,Tommy Nara,1937-06-13,Married,Male,2004-02-17,Person,Asia,Australia,Tasmania
5731,Mariah C Long,1937-10-01,Married,FEMALE,2004-06-04,Person,Asia,Australia,Queensland
5732,Nicole White,1979-02-09,Single,FEMALE,2003-09-04,Person,North America,Canada,British Columbia
5733,Natalie Flores,1978-06-25,Single,FEMALE,2004-01-20,Person,North America,United States,Washington
5734,Douglas M Srini,1938-09-06,Married,Male,2004-02-05,Person,Asia,Australia,New South Wales
5735,Emma Martinez,1938-03-23,Single,FEMALE,2003-10-31,Person,Asia,Australia,New South Wales
5736,Melissa Hayes,1977-06-06,Single,FEMALE,2004-02-22,Person,North America,United States,Washington
5737,Kelly Alexander,1977-09-20,Single,FEMALE,2003-12-17,Person,North America,United States,Washington
5738,Steven Selikoff,1979-05-02,Single,FEMALE,2004-03-20,Person,North America,United States,Washington
5739,Ramon B Lu,1939-09-03,Married,Male,2003-09-14,Person,Asia,Australia,Queensland
